team_ix,matchup_id,player,player_id,n_games,n_points,team_id
58,NA,NA,NA,NA,NA,12
59,NA,NA,NA,NA,NA,6
60,NA,NA,NA,NA,NA,5
61,NA,NA,NA,NA,NA,2
62,NA,NA,NA,NA,NA,8
63,NA,NA,NA,NA,NA,11
64,NA,NA,NA,NA,NA,14
65,NA,NA,NA,NA,NA,13
66,NA,NA,NA,NA,NA,7
67,NA,NA,NA,NA,NA,4
68,NA,NA,NA,NA,NA,12
69,NA,NA,NA,NA,NA,6
70,NA,NA,NA,NA,NA,5
71,NA,NA,NA,NA,NA,9
72,NA,NA,NA,NA,NA,7
73,NA,NA,NA,NA,NA,12
74,NA,NA,NA,NA,NA,1
75,NA,NA,NA,NA,NA,2
76,NA,NA,NA,NA,NA,8
77,NA,NA,NA,NA,NA,11
78,NA,NA,NA,NA,NA,14
79,NA,NA,NA,NA,NA,4
80,NA,NA,NA,NA,NA,5
81,NA,NA,NA,NA,NA,9
82,NA,NA,NA,NA,NA,7
83,NA,NA,NA,NA,NA,13
84,NA,NA,NA,NA,NA,14
85,NA,NA,NA,NA,NA,5
86,NA,NA,NA,NA,NA,6
87,NA,NA,NA,NA,NA,12
88,NA,NA,NA,NA,NA,1
89,NA,NA,NA,NA,NA,2
90,NA,NA,NA,NA,NA,8
91,NA,NA,NA,NA,NA,4
92,NA,NA,NA,NA,NA,7
93,NA,NA,NA,NA,NA,13
94,NA,NA,NA,NA,NA,14
95,NA,NA,NA,NA,NA,11
96,NA,NA,NA,NA,NA,8
97,NA,NA,NA,NA,NA,7
98,NA,NA,NA,NA,NA,9
99,NA,NA,NA,NA,NA,5
100,NA,NA,NA,NA,NA,6
101,NA,NA,NA,NA,NA,12
102,NA,NA,NA,NA,NA,1
103,NA,NA,NA,NA,NA,4
104,NA,NA,NA,NA,NA,14
105,NA,NA,NA,NA,NA,11
106,NA,NA,NA,NA,NA,8
107,NA,NA,NA,NA,NA,2
108,NA,NA,NA,NA,NA,1
109,NA,NA,NA,NA,NA,14
110,NA,NA,NA,NA,NA,13
111,NA,NA,NA,NA,NA,7
112,NA,NA,NA,NA,NA,9
113,NA,NA,NA,NA,NA,5
114,NA,NA,NA,NA,NA,6
115,NA,NA,NA,NA,NA,4
116,NA,NA,NA,NA,NA,8
117,NA,NA,NA,NA,NA,2
118,NA,NA,NA,NA,NA,1
119,NA,NA,NA,NA,NA,12
120,NA,NA,NA,NA,NA,6
121,NA,NA,NA,NA,NA,8
122,NA,NA,NA,NA,NA,11
123,NA,NA,NA,NA,NA,14
124,NA,NA,NA,NA,NA,13
125,NA,NA,NA,NA,NA,7
126,NA,NA,NA,NA,NA,9
1,1,Teoscar Hernandez,33377,6,26,4
1,1,Edwin Diaz,35394,NA,3,4
1,1,Pete Fairbanks,42180,NA,5,4
1,1,A.J. Minter,36133,NA,4,4
1,1,Francisco Alvarez,41253,3,13.5,4
1,1,Alex Bregman,34886,4,7.5,4
1,1,Parker Meadows,41223,3,4.5,4
1,1,Ty France,35591,2,-0.5,4
1,1,Seiya Suzuki,4142424,3,8,4
1,1,Jeff McNeil,33900,3,1,4
1,1,Ke'Bryan Hayes,35020,4,19,4
1,1,Jordan Walker,4684778,2,0.5,4
1,1,Michael Conforto,33711,2,14,4
1,1,Freddy Peralta,39825,NA,27.5,4
1,1,Marcus Semien,32146,3,12,4
1,1,Christian Yelich,31283,3,17.5,4
1,1,Luis Castillo,35124,NA,5,4
1,1,Yu Darvish,32055,NA,15.5,4
1,1,Bryan Abreu,41208,NA,-6,4
1,1,Jackson Merrill,4872691,2,3.5,4
1,1,J.P. Crawford,33210,4,9,4
1,1,Kutter Crawford,41277,NA,26.5,4
1,1,Cole Ragans,41054,NA,21.5,4
1,1,Matt Olson,32767,3,12.5,4
1,1,Colt Keith,4683384,3,2,4
2,1,Chris Sale,30948,NA,12.5,12
2,1,Bryan Reynolds,38980,4,18.5,12
2,1,Logan Gilbert,41221,NA,26.5,12
2,1,Josh Jung,42437,3,15,12
2,1,Josh Bell,32517,4,7,12
2,1,Nathan Eovaldi,31174,NA,17,12
2,1,Jose Abreu,33095,3,0.5,12
2,1,Gavin Lux,40423,4,5,12
2,1,Andres Munoz,40939,NA,10,12
2,1,Jake Cronenworth,36364,6,23,12
2,1,Aaron Nola,33709,NA,-7.5,12
2,1,Jorge Polanco,32525,3,-2,12
2,1,Luis Robert Jr.,39631,3,14.5,12
2,1,Fernando Tatis Jr.,35983,6,20,12
2,1,Yennier Cano,35536,NA,3,12
2,1,J.T. Realmuto,32177,3,9,12
2,1,Orlando Arcia,32530,1,-1,12
2,1,Robert Suarez,4148749,NA,11.5,12
2,1,Giancarlo Stanton,30583,3,7,12
2,1,Kyle Tucker,34967,4,9,12
2,1,Kevin Ginkel,41432,NA,2,12
2,1,Joe Kelly,31992,NA,4,12
2,1,Jeremy Pena,41273,4,3.5,12
2,1,Mitch Keller,33722,NA,3.5,12
2,1,Triston Casas,41180,4,2,12
3,1,Riley Greene,42179,3,6,6
3,1,Jake Burger,39882,4,14,6
3,1,Eloy Jimenez,33867,3,0,6
3,1,George Springer,32078,4,15.5,6
3,1,Jung Hoo Lee,5134621,4,13,6
3,1,Joel Payamps,40021,NA,14,6
3,1,Nolan Gorman,41174,4,4.5,6
3,1,Evan Phillips,37911,NA,16,6
3,1,Spencer Torkelson,4424286,3,4.5,6
3,1,Brandon Pfaadt,4721302,NA,13,6
3,1,Jose Alvarado,36063,NA,-11,6
3,1,Oneil Cruz,39712,4,12.5,6
3,1,Will Smith,38309,5,17,6
3,1,George Kirby,42406,NA,29.5,6
3,1,Reid Detmers,4326697,NA,16,6
3,1,Charlie Blackmon,31084,2,12,6
3,1,Bobby Miller,4326703,NA,31.5,6
3,1,Brendan Donovan,41773,1,0,6
3,1,Kyle Schwarber,33712,3,8.5,6
3,1,Spencer Strider,4307825,NA,15,6
3,1,Corey Seager,32691,2,7.5,6
3,1,Tyler O'Neill,34168,3,18.5,6
3,1,Royce Lewis,40635,1,7,6
3,1,Ryan Mountcastle,34940,2,10,6
3,1,Justin Steele,41022,NA,14.5,6
3,1,Alex Vesia,42622,NA,1,6
3,1,Jonathan Loaisiga,39807,NA,-1.5,6
4,1,Bailey Ober,3107919,NA,-20.5,5
4,1,Austin Hays,36928,2,2,5
4,1,Ketel Marte,32512,4,14.5,5
4,1,Logan Webb,41216,NA,18,5
4,1,Jose Ramirez,32801,4,15,5
4,1,Daulton Varsho,40963,4,5,5
4,1,Ryan Helsley,39909,NA,-5,5
4,1,Joey Meneses,34534,3,7.5,5
4,1,Corbin Burnes,39878,NA,31,5
4,1,Justin Turner,29607,4,14.5,5
4,1,Kenta Maeda,34892,NA,-7.5,5
4,1,Cal Raleigh,41292,3,1,5
4,1,Josiah Gray,41165,NA,-5,5
4,1,Bryson Stott,42417,3,8.5,5
4,1,Bryan De La Cruz,40787,3,5.5,5
4,1,Christian Walker,32758,4,19,5
4,1,Josh Hader,32760,NA,11.5,5
4,1,Bo Bichette,38904,3,4,5
4,1,Lane Thomas,36409,2,-1.5,5
4,1,Adbert Alzolay,39802,NA,2.5,5
4,1,Chris Bassitt,33148,NA,5.5,5
4,1,Nolan Jones,37340,4,4,5
4,1,Brandon Nimmo,32159,3,-1.5,5
5,1,Zack Gelof,4414531,4,1,9
5,1,Adley Rutschman,42178,3,12,9
5,1,Zack Wheeler,31267,NA,23,9
5,1,Zach Eflin,32804,NA,3,9
5,1,Corbin Carroll,42404,4,14,9
5,1,Jose Leclerc,33926,NA,-8,9
5,1,Bryce Harper,30951,2,1.5,9
5,1,Lourdes Gurriel Jr.,36040,4,36.5,9
5,1,Gleyber Torres,33804,4,7.5,9
5,1,Brandon Drury,32269,3,2,9
5,1,Luis Severino,33263,NA,3,9
5,1,Marcus Stroman,32815,NA,21.5,9
5,1,Christopher Morel,42927,3,13.5,9
5,1,Dansby Swanson,34895,3,8.5,9
5,1,Nick Martini,36497,1,3,9
5,1,Jeff Hoffman,33841,NA,7.5,9
5,1,Jeimer Candelario,32531,3,7,9
5,1,Jesus Luzardo,39667,NA,16,9
5,1,Mark Canha,31670,3,15.5,9
5,1,Clay Holmes,32827,NA,12.5,9
5,1,Brent Rooker,40926,2,-2.5,9
5,1,Anthony Rizzo,30782,4,8,9
6,1,Ian Happ,34945,3,10.5,7
6,1,CJ Abrams,42402,3,16,7
6,1,Mitch Haniger,32771,4,12,7
6,1,Nico Hoerner,41219,3,0.5,7
6,1,Framber Valdez,36581,NA,4.5,7
6,1,Austin Riley,34982,3,6,7
6,1,Yusei Kikuchi,41415,NA,3.5,7
6,1,Juan Soto,36969,4,21,7
6,1,Alexis Diaz,4905920,NA,-9.5,7
6,1,James Outman,41802,5,8,7
6,1,Keibert Ruiz,38827,3,11,7
6,1,Jose Berrios,32811,NA,18.5,7
6,1,Max Fried,32685,NA,-6.5,7
6,1,Eugenio Suarez,32367,4,16,7
6,1,Paul Goldschmidt,31027,4,14,7
6,1,Xander Bogaerts,31606,6,17.5,7
6,1,Tyler Wells,4717904,NA,19,7
6,1,Hector Neris,32377,NA,2.5,7
6,1,Masataka Yoshida,4872598,4,6,7
7,NA,NA,NA,NA,NA,12
8,NA,NA,NA,NA,NA,1
9,NA,NA,NA,NA,NA,2
10,NA,NA,NA,NA,NA,8
11,NA,NA,NA,NA,NA,11
12,NA,NA,NA,NA,NA,14
13,NA,NA,NA,NA,NA,4
14,NA,NA,NA,NA,NA,5
15,NA,NA,NA,NA,NA,9
16,NA,NA,NA,NA,NA,7
17,NA,NA,NA,NA,NA,13
18,NA,NA,NA,NA,NA,14
19,NA,NA,NA,NA,NA,5
20,NA,NA,NA,NA,NA,6
21,NA,NA,NA,NA,NA,12
22,NA,NA,NA,NA,NA,1
23,NA,NA,NA,NA,NA,2
24,NA,NA,NA,NA,NA,8
25,NA,NA,NA,NA,NA,4
26,NA,NA,NA,NA,NA,7
27,NA,NA,NA,NA,NA,13
28,NA,NA,NA,NA,NA,14
29,NA,NA,NA,NA,NA,11
30,NA,NA,NA,NA,NA,8
31,NA,NA,NA,NA,NA,7
32,NA,NA,NA,NA,NA,9
33,NA,NA,NA,NA,NA,5
34,NA,NA,NA,NA,NA,6
35,NA,NA,NA,NA,NA,12
36,NA,NA,NA,NA,NA,1
37,NA,NA,NA,NA,NA,4
38,NA,NA,NA,NA,NA,14
39,NA,NA,NA,NA,NA,11
40,NA,NA,NA,NA,NA,8
41,NA,NA,NA,NA,NA,2
42,NA,NA,NA,NA,NA,1
43,NA,NA,NA,NA,NA,14
44,NA,NA,NA,NA,NA,13
45,NA,NA,NA,NA,NA,7
46,NA,NA,NA,NA,NA,9
47,NA,NA,NA,NA,NA,5
48,NA,NA,NA,NA,NA,6
49,NA,NA,NA,NA,NA,4
50,NA,NA,NA,NA,NA,8
51,NA,NA,NA,NA,NA,2
52,NA,NA,NA,NA,NA,1
53,NA,NA,NA,NA,NA,12
54,NA,NA,NA,NA,NA,6
55,NA,NA,NA,NA,NA,8
56,NA,NA,NA,NA,NA,11
57,NA,NA,NA,NA,NA,14
58,NA,NA,NA,NA,NA,13
59,NA,NA,NA,NA,NA,7
60,NA,NA,NA,NA,NA,9
61,NA,NA,NA,NA,NA,4
62,NA,NA,NA,NA,NA,1
63,NA,NA,NA,NA,NA,12
64,NA,NA,NA,NA,NA,6
65,NA,NA,NA,NA,NA,5
66,NA,NA,NA,NA,NA,9
67,NA,NA,NA,NA,NA,1
68,NA,NA,NA,NA,NA,2
69,NA,NA,NA,NA,NA,8
70,NA,NA,NA,NA,NA,11
71,NA,NA,NA,NA,NA,14
72,NA,NA,NA,NA,NA,13
73,NA,NA,NA,NA,NA,4
74,NA,NA,NA,NA,NA,6
75,NA,NA,NA,NA,NA,5
76,NA,NA,NA,NA,NA,9
77,NA,NA,NA,NA,NA,7
78,NA,NA,NA,NA,NA,13
79,NA,NA,NA,NA,NA,6
80,NA,NA,NA,NA,NA,12
81,NA,NA,NA,NA,NA,1
82,NA,NA,NA,NA,NA,2
83,NA,NA,NA,NA,NA,8
84,NA,NA,NA,NA,NA,11
85,NA,NA,NA,NA,NA,4
86,NA,NA,NA,NA,NA,9
87,NA,NA,NA,NA,NA,7
88,NA,NA,NA,NA,NA,13
89,NA,NA,NA,NA,NA,14
90,NA,NA,NA,NA,NA,11
91,NA,NA,NA,NA,NA,9
92,NA,NA,NA,NA,NA,5
93,NA,NA,NA,NA,NA,6
94,NA,NA,NA,NA,NA,12
95,NA,NA,NA,NA,NA,1
96,NA,NA,NA,NA,NA,2
97,NA,NA,NA,NA,NA,4
98,NA,NA,NA,NA,NA,13
99,NA,NA,NA,NA,NA,14
100,NA,NA,NA,NA,NA,11
101,NA,NA,NA,NA,NA,8
102,NA,NA,NA,NA,NA,2
103,NA,NA,NA,NA,NA,13
104,NA,NA,NA,NA,NA,7
105,NA,NA,NA,NA,NA,9
106,NA,NA,NA,NA,NA,5
107,NA,NA,NA,NA,NA,6
108,NA,NA,NA,NA,NA,12
109,NA,NA,NA,NA,NA,4
110,NA,NA,NA,NA,NA,11
111,NA,NA,NA,NA,NA,8
112,NA,NA,NA,NA,NA,2
113,NA,NA,NA,NA,NA,1
114,NA,NA,NA,NA,NA,12
115,NA,NA,NA,NA,NA,11
116,NA,NA,NA,NA,NA,14
117,NA,NA,NA,NA,NA,13
118,NA,NA,NA,NA,NA,7
119,NA,NA,NA,NA,NA,9
120,NA,NA,NA,NA,NA,5
121,NA,NA,NA,NA,NA,4
122,NA,NA,NA,NA,NA,2
123,NA,NA,NA,NA,NA,1
124,NA,NA,NA,NA,NA,12
125,NA,NA,NA,NA,NA,6
126,NA,NA,NA,NA,NA,5
1,NA,NA,NA,NA,NA,1
2,NA,NA,NA,NA,NA,2
3,NA,NA,NA,NA,NA,8
4,NA,NA,NA,NA,NA,11
5,NA,NA,NA,NA,NA,14
6,NA,NA,NA,NA,NA,13
7,2,Edwin Diaz,35394,NA,24,4
7,2,Pete Fairbanks,42180,NA,-8.5,4
7,2,Alex Bregman,34886,6,5,4
7,2,Parker Meadows,41223,1,1,4
7,2,Ty France,35591,3,8,4
7,2,Jared Jones,4918156,NA,19.5,4
7,2,Ke'Bryan Hayes,35020,6,8,4
7,2,Freddy Peralta,39825,NA,12,4
7,2,Marcus Semien,32146,6,23.5,4
7,2,Cole Ragans,41054,NA,29,4
7,2,Teoscar Hernandez,33377,6,20.5,4
7,2,A.J. Minter,36133,NA,1,4
7,2,Francisco Alvarez,41253,5,5,4
7,2,Seiya Suzuki,4142424,6,31,4
7,2,Shota Imanaga,5134630,NA,30,4
7,2,Garrett Crochet,4297835,NA,12.5,4
7,2,JJ Bleday,42410,2,2,4
7,2,Jeff McNeil,33900,5,7.5,4
7,2,Jordan Walker,4684778,4,1,4
7,2,Michael Conforto,33711,6,18,4
7,2,Christian Yelich,31283,4,12,4
7,2,Luis Castillo,35124,NA,5.5,4
7,2,David Robertson,29172,NA,8.5,4
7,2,Yu Darvish,32055,NA,20.5,4
7,2,J.P. Crawford,33210,6,4,4
7,2,Kutter Crawford,41277,NA,13.5,4
7,2,Matt Olson,32767,5,25.5,4
7,2,Colt Keith,4683384,4,10,4
8,2,Riley Greene,42179,6,20,6
8,2,Brooks Raley,32005,NA,5,6
8,2,Ranger Suarez,39817,NA,18.5,6
8,2,Jake Burger,39882,6,18,6
8,2,Gavin Stone,4417230,NA,-4,6
8,2,George Springer,32078,6,12.5,6
8,2,Logan Allen,4683350,NA,25.5,6
8,2,Jung Hoo Lee,5134621,4,4,6
8,2,Brady Singer,41172,NA,23.5,6
8,2,Joel Payamps,40021,NA,-8,6
8,2,Maikel Garcia,4905884,5,12.5,6
8,2,Nolan Gorman,41174,6,17,6
8,2,Evan Phillips,37911,NA,7.5,6
8,2,Spencer Torkelson,4424286,6,8.5,6
8,2,Oneil Cruz,39712,6,13.5,6
8,2,Will Smith,38309,5,14,6
8,2,George Kirby,42406,NA,-9,6
8,2,Ian Hamilton,41127,NA,5.5,6
8,2,Reid Detmers,4326697,NA,30.5,6
8,2,Charlie Blackmon,31084,6,15,6
8,2,Bobby Miller,4326703,NA,-7.5,6
8,2,Brett Baty,42414,2,5,6
8,2,Kyle Schwarber,33712,6,16,6
8,2,Spencer Strider,4307825,NA,-2.5,6
8,2,Corey Seager,32691,6,21,6
8,2,Tyler O'Neill,34168,5,28,6
8,2,Ryan Mountcastle,34940,6,18,6
9,2,Logan Webb,41216,NA,13,5
9,2,Austin Hays,36928,5,0,5
9,2,Ketel Marte,32512,6,29,5
9,2,Daulton Varsho,40963,5,5,5
9,2,Corbin Burnes,39878,NA,6.5,5
9,2,Kenta Maeda,34892,NA,10,5
9,2,Cal Raleigh,41292,4,6,5
9,2,Josiah Gray,41165,NA,-4.5,5
9,2,Casey Mize,41167,NA,4.5,5
9,2,Bryan De La Cruz,40787,4,7.5,5
9,2,Nolan Jones,37340,6,8,5
9,2,Brandon Pfaadt,4721302,NA,5.5,5
9,2,Brandon Nimmo,32159,5,14.5,5
9,2,Jose Ramirez,32801,5,17,5
9,2,Ryan Helsley,39909,NA,21,5
9,2,Joey Meneses,34534,1,-1,5
9,2,Justin Turner,29607,5,11.5,5
9,2,Starling Marte,30830,5,9,5
9,2,Bryson Stott,42417,6,6.5,5
9,2,Christian Walker,32758,6,11,5
9,2,Josh Hader,32760,NA,-3.5,5
9,2,Bo Bichette,38904,5,8.5,5
9,2,Lane Thomas,36409,6,15.5,5
9,2,Adbert Alzolay,39802,NA,8,5
9,2,Chris Bassitt,33148,NA,-2.5,5
10,2,Zack Gelof,4414531,6,24.5,9
10,2,Adley Rutschman,42178,6,15.5,9
10,2,Jose Leclerc,33926,NA,-1.5,9
10,2,Lourdes Gurriel Jr.,36040,6,10.5,9
10,2,Gleyber Torres,33804,6,13,9
10,2,Brandon Drury,32269,3,4.5,9
10,2,Dansby Swanson,34895,6,18.5,9
10,2,Jordan Westburg,4298641,1,0.5,9
10,2,Nick Martini,36497,2,1,9
10,2,Shelby Miller,30738,NA,9,9
10,2,Jeimer Candelario,32531,6,11,9
10,2,Nelson Velazquez,41047,2,5.5,9
10,2,Abner Uribe,4917865,NA,-1,9
10,2,Zack Wheeler,31267,NA,26,9
10,2,Brandon Marsh,40803,3,3,9
10,2,Zach Eflin,32804,NA,21.5,9
10,2,Corbin Carroll,42404,5,7,9
10,2,Bryce Harper,30951,6,29,9
10,2,Hunter Brown,4717803,NA,-8,9
10,2,Jack Flaherty,33837,NA,1,9
10,2,Marcus Stroman,32815,NA,25.5,9
10,2,Christopher Morel,42927,6,13.5,9
10,2,Jeff Hoffman,33841,NA,1,9
10,2,Luis Gil,40626,NA,12.5,9
10,2,Jesus Luzardo,39667,NA,10,9
10,2,Mark Canha,31670,3,2.5,9
10,2,Seth Lugo,34873,NA,17,9
10,2,Clay Holmes,32827,NA,6,9
10,2,Anthony Rizzo,30782,6,13.5,9
11,2,Ian Happ,34945,6,23.5,7
11,2,CJ Abrams,42402,4,13,7
11,2,Mitch Haniger,32771,5,9,7
11,2,Nico Hoerner,41219,6,13,7
11,2,Reynaldo Lopez,33860,NA,20,7
11,2,Framber Valdez,36581,NA,26.5,7
11,2,Austin Riley,34982,5,23.5,7
11,2,Yusei Kikuchi,41415,NA,18,7
11,2,Juan Soto,36969,6,12.5,7
11,2,Alexis Diaz,4905920,NA,14.5,7
