team_ix,matchup_id,player,player_id,n_games,n_points,n_qs,team_id
6,1,Dylan Cease,34943,1,29.5,1,14
7,NA,NA,NA,NA,NA,NA,12
8,NA,NA,NA,NA,NA,NA,11
9,NA,NA,NA,NA,NA,NA,6
10,NA,NA,NA,NA,NA,NA,1
11,NA,NA,NA,NA,NA,NA,9
12,NA,NA,NA,NA,NA,NA,14
13,NA,NA,NA,NA,NA,NA,11
14,NA,NA,NA,NA,NA,NA,7
15,NA,NA,NA,NA,NA,NA,5
16,NA,NA,NA,NA,NA,NA,8
17,NA,NA,NA,NA,NA,NA,13
18,NA,NA,NA,NA,NA,NA,4
19,NA,NA,NA,NA,NA,NA,12
20,NA,NA,NA,NA,NA,NA,1
21,NA,NA,NA,NA,NA,NA,9
22,NA,NA,NA,NA,NA,NA,14
23,NA,NA,NA,NA,NA,NA,2
24,NA,NA,NA,NA,NA,NA,4
25,NA,NA,NA,NA,NA,NA,1
26,NA,NA,NA,NA,NA,NA,6
27,NA,NA,NA,NA,NA,NA,11
28,NA,NA,NA,NA,NA,NA,7
29,NA,NA,NA,NA,NA,NA,5
30,NA,NA,NA,NA,NA,NA,8
31,NA,NA,NA,NA,NA,NA,12
32,NA,NA,NA,NA,NA,NA,14
33,NA,NA,NA,NA,NA,NA,2
34,NA,NA,NA,NA,NA,NA,4
35,NA,NA,NA,NA,NA,NA,13
36,NA,NA,NA,NA,NA,NA,8
37,NA,NA,NA,NA,NA,NA,14
38,NA,NA,NA,NA,NA,NA,9
39,NA,NA,NA,NA,NA,NA,1
40,NA,NA,NA,NA,NA,NA,6
41,NA,NA,NA,NA,NA,NA,11
42,NA,NA,NA,NA,NA,NA,7
43,NA,NA,NA,NA,NA,NA,12
44,NA,NA,NA,NA,NA,NA,4
45,NA,NA,NA,NA,NA,NA,13
46,NA,NA,NA,NA,NA,NA,8
47,NA,NA,NA,NA,NA,NA,5
48,NA,NA,NA,NA,NA,NA,7
49,NA,NA,NA,NA,NA,NA,4
50,NA,NA,NA,NA,NA,NA,2
51,NA,NA,NA,NA,NA,NA,14
52,NA,NA,NA,NA,NA,NA,9
53,NA,NA,NA,NA,NA,NA,1
54,NA,NA,NA,NA,NA,NA,6
55,NA,NA,NA,NA,NA,NA,12
56,NA,NA,NA,NA,NA,NA,8
57,NA,NA,NA,NA,NA,NA,5
58,NA,NA,NA,NA,NA,NA,7
59,NA,NA,NA,NA,NA,NA,11
60,NA,NA,NA,NA,NA,NA,6
61,NA,NA,NA,NA,NA,NA,8
62,NA,NA,NA,NA,NA,NA,13
63,NA,NA,NA,NA,NA,NA,4
64,NA,NA,NA,NA,NA,NA,2
65,NA,NA,NA,NA,NA,NA,14
66,NA,NA,NA,NA,NA,NA,9
67,NA,NA,NA,NA,NA,NA,12
68,NA,NA,NA,NA,NA,NA,7
69,NA,NA,NA,NA,NA,NA,11
70,NA,NA,NA,NA,NA,NA,6
71,NA,NA,NA,NA,NA,NA,1
72,NA,NA,NA,NA,NA,NA,9
73,NA,NA,NA,NA,NA,NA,7
74,NA,NA,NA,NA,NA,NA,5
75,NA,NA,NA,NA,NA,NA,8
76,NA,NA,NA,NA,NA,NA,13
77,NA,NA,NA,NA,NA,NA,4
78,NA,NA,NA,NA,NA,NA,2
79,NA,NA,NA,NA,NA,NA,12
80,NA,NA,NA,NA,NA,NA,6
81,NA,NA,NA,NA,NA,NA,1
82,NA,NA,NA,NA,NA,NA,9
83,NA,NA,NA,NA,NA,NA,14
84,NA,NA,NA,NA,NA,NA,2
85,NA,NA,NA,NA,NA,NA,6
86,NA,NA,NA,NA,NA,NA,11
87,NA,NA,NA,NA,NA,NA,7
88,NA,NA,NA,NA,NA,NA,5
89,NA,NA,NA,NA,NA,NA,8
90,NA,NA,NA,NA,NA,NA,13
91,NA,NA,NA,NA,NA,NA,12
92,NA,NA,NA,NA,NA,NA,9
93,NA,NA,NA,NA,NA,NA,14
94,NA,NA,NA,NA,NA,NA,2
95,NA,NA,NA,NA,NA,NA,4
96,NA,NA,NA,NA,NA,NA,13
97,NA,NA,NA,NA,NA,NA,9
98,NA,NA,NA,NA,NA,NA,1
99,NA,NA,NA,NA,NA,NA,6
100,NA,NA,NA,NA,NA,NA,11
101,NA,NA,NA,NA,NA,NA,7
102,NA,NA,NA,NA,NA,NA,5
103,NA,NA,NA,NA,NA,NA,12
104,NA,NA,NA,NA,NA,NA,2
105,NA,NA,NA,NA,NA,NA,4
106,NA,NA,NA,NA,NA,NA,13
107,NA,NA,NA,NA,NA,NA,8
108,NA,NA,NA,NA,NA,NA,5
109,NA,NA,NA,NA,NA,NA,2
110,NA,NA,NA,NA,NA,NA,14
111,NA,NA,NA,NA,NA,NA,9
112,NA,NA,NA,NA,NA,NA,1
113,NA,NA,NA,NA,NA,NA,6
114,NA,NA,NA,NA,NA,NA,11
115,NA,NA,NA,NA,NA,NA,12
116,NA,NA,NA,NA,NA,NA,13
117,NA,NA,NA,NA,NA,NA,8
118,NA,NA,NA,NA,NA,NA,5
119,NA,NA,NA,NA,NA,NA,7
120,NA,NA,NA,NA,NA,NA,11
1,1,Daulton Varsho,40963,NA,15,NA,12
1,1,Reynaldo Lopez,33860,NA,-3.5,0,12
1,1,Chris Taylor,32900,NA,1,NA,12
1,1,Logan Gilbert,41221,1,23.5,1,12
1,1,Merrill Kelly,32968,1,10,0,12
1,1,Luis Robert Jr.,39631,NA,14.5,NA,12
1,1,Gerrit Cole,32081,1,30,1,12
1,1,Orlando Arcia,32530,NA,-1,NA,12
1,1,Nick Castellanos,31187,NA,11.5,NA,12
1,1,Brady Singer,41172,1,12.5,0,12
1,1,Nolan Gorman,41174,NA,3.5,NA,12
1,1,Evan Phillips,37911,NA,3,0,12
1,1,Masataka Yoshida,4872598,NA,23,NA,12
1,1,Tyler Mahle,34973,1,14.5,0,12
1,1,Ryan McMahon,33247,NA,8,NA,12
1,1,Seranthony Dominguez,37793,NA,-12,0,12
1,1,Andres Munoz,40939,NA,8,0,12
1,1,Hunter Brown,4717803,1,3.5,0,12
1,1,DJ LeMahieu,30765,NA,15,NA,12
1,1,Marcell Ozuna,31668,NA,-0.5,NA,12
1,1,Luis Castillo,35124,2,42.5,1,12
1,1,Giancarlo Stanton,30583,NA,16.5,NA,12
1,1,Bo Bichette,38904,NA,17.5,NA,12
1,1,Manny Machado,31097,NA,5.5,NA,12
1,1,Josh Naylor,35066,NA,19.5,NA,12
1,1,Mike Yastrzemski,33341,NA,17.5,NA,12
1,1,Enrique Hernandez,31358,NA,-2,NA,12
1,1,Matt Olson,32767,NA,16.5,NA,12
2,1,Nestor Cortes,36480,1,9,0,7
2,1,Francisco Lindor,32129,NA,6.5,NA,7
2,1,Bobby Witt Jr.,42403,NA,7.5,NA,7
2,1,A.J. Minter,36133,NA,12.5,0,7
2,1,Luis Garcia,4684365,1,4.5,0,7
2,1,Alexis Diaz,4905920,NA,12,0,7
2,1,James Outman,41802,NA,12,NA,7
2,1,Jake Cronenworth,36364,NA,9,NA,7
2,1,Michael Conforto,33711,NA,-1,NA,7
2,1,Spencer Strider,4307825,1,27,1,7
2,1,Freddie Freeman,30193,NA,13.5,NA,7
2,1,Joe Ryan,42450,1,22.5,1,7
2,1,Yordan Alvarez,36018,NA,26.5,NA,7
2,1,Willson Contreras,32532,NA,10.5,NA,7
2,1,Miles Mikolas,32116,1,-4.5,0,7
2,1,Kris Bryant,33172,NA,9.5,NA,7
2,1,Mark Canha,31670,NA,1.5,NA,7
2,1,Tyler Anderson,32151,1,21.5,1,7
2,1,Rafael Montero,32631,NA,9,0,7
2,1,Pablo Lopez,39671,1,20,0,7
2,1,C.J. Cron,32155,NA,27,NA,7
2,1,Ryan Mountcastle,34940,NA,21,NA,7
2,1,Andrew McCutchen,28701,NA,10.5,NA,7
2,1,Jean Segura,31037,NA,-2.5,NA,7
3,1,Oneil Cruz,39712,NA,15,NA,11
3,1,Oswaldo Cabrera,40835,NA,0,NA,11
3,1,Wilmer Flores,30627,NA,-0.5,NA,11
3,1,Tommy Edman,39907,NA,7,NA,11
3,1,Whit Merrifield,32422,NA,6,NA,11
3,1,Matt Carpenter,31015,NA,8,NA,11
3,1,Aroldis Chapman,30442,NA,9.5,0,11
3,1,Andrew Benintendi,34986,NA,10,NA,11
3,1,Brandon Woodruff,37515,1,25.5,1,11
3,1,Taylor Ward,34923,NA,25,NA,11
3,1,Brandon Drury,32269,NA,5.5,NA,11
3,1,Josh Rojas,40718,NA,9,NA,11
3,1,Kyle Schwarber,33712,NA,6,NA,11
3,1,Shane Bieber,40912,2,28.5,1,11
3,1,Max Scherzer,28976,2,17,1,11
3,1,Alec Bohm,41169,NA,16.5,NA,11
3,1,Hayden Wesneski,42996,1,5,0,11
3,1,Luis Arraez,39572,NA,16,NA,11
3,1,William Contreras,39895,NA,3,NA,11
3,1,Cedric Mullins,35578,NA,30.5,NA,11
3,1,Domingo German,33660,1,10,0,11
3,1,Craig Kimbrel,30653,NA,-7.5,0,11
4,1,Corbin Burnes,39878,1,4,0,6
4,1,Yusei Kikuchi,41415,1,11,0,6
4,1,George Springer,32078,NA,12.5,NA,6
4,1,Byron Buxton,32655,NA,12,NA,6
4,1,Jhoan Duran,41109,NA,6.5,0,6
4,1,Miguel Vargas,42453,NA,17,NA,6
4,1,Salvador Perez,31127,NA,6.5,NA,6
4,1,Kyle Tucker,34967,NA,27,NA,6
4,1,Brandon Lowe,39961,NA,4.5,NA,6
4,1,Andrew Vaughn,42394,NA,12.5,NA,6
4,1,Anthony Rendon,32098,NA,0,NA,6
4,1,Zack Wheeler,31267,1,4.5,0,6
4,1,Eduardo Rodriguez,32675,1,11,0,6
4,1,Chris Sale,30948,1,-7.5,0,6
4,1,Austin Riley,34982,NA,15.5,NA,6
4,1,Michael King,40429,NA,0,0,6
4,1,Alex Cobb,31086,1,10.5,0,6
4,1,Rowdy Tellez,34287,NA,8.5,NA,6
4,1,Ezequiel Tovar,4905919,NA,1.5,NA,6
4,1,Xander Bogaerts,31606,NA,33,NA,6
4,1,Lucas Giolito,32697,1,11,0,6
4,1,Jeremy Pena,41273,NA,11,NA,6
4,1,Kenley Jansen,29630,NA,3.5,0,6
4,1,Jarred Kelenic,41150,NA,0.5,NA,6
4,1,Max Kepler,31870,NA,7,NA,6
4,1,Jonathan Loaisiga,39807,NA,4,0,6
5,1,Jesse Winker,32833,NA,3,NA,1
5,1,Matt Chapman,33857,NA,21,NA,1
5,1,Clayton Kershaw,28963,1,26,1,1
5,1,Lance Lynn,30820,1,13.5,0,1
5,1,Kendall Graveman,33636,NA,3,0,1
5,1,Carlos Santana,30280,NA,1.5,NA,1
5,1,Jorge Lopez,33833,NA,15,0,1
5,1,Juan Soto,36969,NA,19.5,NA,1
5,1,Kodai Senga,4142421,1,17,0,1
5,1,Willy Adames,33675,NA,9.5,NA,1
5,1,Jurickson Profar,31117,NA,0.5,NA,1
5,1,Cristian Javier,41261,1,6.5,0,1
5,1,Eugenio Suarez,32367,NA,12,NA,1
5,1,Dansby Swanson,34895,NA,22,NA,1
5,1,Edward Cabrera,40944,1,5,0,1
5,1,Oscar Colas,4987420,NA,1,NA,1
5,1,Blake Snell,33748,1,9,0,1
5,1,Mike Trout,30836,NA,21,NA,1
5,1,Sean Murphy,33557,NA,0.5,NA,1
5,1,Trayce Thompson,30743,NA,-1,NA,1
5,1,Ozzie Albies,33783,NA,11.5,NA,1
5,1,J.D. Martinez,31065,NA,13.5,NA,1
5,1,Ronald Acuna Jr.,36185,NA,25,NA,1
5,1,Clarke Schmidt,41085,1,3.5,0,1
6,1,Paul Sewald,35009,NA,6.5,0,9
6,1,Riley Greene,42179,NA,13,NA,9
6,1,Lars Nootbaar,4448736,NA,3.5,NA,9
6,1,Nico Hoerner,41219,NA,14,NA,9
6,1,Julio Urias,33223,2,27.5,1,9
6,1,Devin Williams,33224,NA,5,0,9
6,1,Adam Ottavino,29705,NA,5,0,9
6,1,Sandy Alcantara,35241,2,51.5,1,9
6,1,Gleyber Torres,33804,NA,28,NA,9
6,1,Graham Ashcraft,4084179,1,25,1,9
6,1,Patrick Sandoval,40975,1,12,0,9
6,1,Marcus Stroman,32815,1,26,1,9
6,1,Freddy Peralta,39825,1,26.5,1,9
6,1,J.T. Realmuto,32177,NA,10,NA,9
6,1,Joey Gallo,32818,NA,23.5,NA,9
6,1,Sonny Gray,32082,1,11,0,9
6,1,Julio Rodriguez,41044,NA,18.5,NA,9
6,1,Hunter Renfroe,33205,NA,6,NA,9
6,1,Adam Duvall,32664,NA,38.5,NA,9
6,1,Ha-Seong Kim,4089862,NA,10,NA,9
6,1,Cody Bellinger,33912,NA,14,NA,9
6,1,Nathaniel Lowe,40538,NA,15.5,NA,9
6,1,Josh Donaldson,29563,NA,6,NA,9
6,1,Nolan Arenado,31261,NA,12.5,NA,9
7,NA,NA,NA,NA,NA,NA,7
8,NA,NA,NA,NA,NA,NA,5
9,NA,NA,NA,NA,NA,NA,8
10,NA,NA,NA,NA,NA,NA,13
11,NA,NA,NA,NA,NA,NA,4
12,NA,NA,NA,NA,NA,NA,2
13,NA,NA,NA,NA,NA,NA,12
14,NA,NA,NA,NA,NA,NA,6
15,NA,NA,NA,NA,NA,NA,1
16,NA,NA,NA,NA,NA,NA,9
17,NA,NA,NA,NA,NA,NA,14
18,NA,NA,NA,NA,NA,NA,2
19,NA,NA,NA,NA,NA,NA,6
20,NA,NA,NA,NA,NA,NA,11
21,NA,NA,NA,NA,NA,NA,7
22,NA,NA,NA,NA,NA,NA,5
23,NA,NA,NA,NA,NA,NA,8
24,NA,NA,NA,NA,NA,NA,13
25,NA,NA,NA,NA,NA,NA,12
26,NA,NA,NA,NA,NA,NA,9
27,NA,NA,NA,NA,NA,NA,14
28,NA,NA,NA,NA,NA,NA,2
29,NA,NA,NA,NA,NA,NA,4
30,NA,NA,NA,NA,NA,NA,13
31,NA,NA,NA,NA,NA,NA,9
32,NA,NA,NA,NA,NA,NA,1
33,NA,NA,NA,NA,NA,NA,6
34,NA,NA,NA,NA,NA,NA,11
35,NA,NA,NA,NA,NA,NA,7
36,NA,NA,NA,NA,NA,NA,5
37,NA,NA,NA,NA,NA,NA,12
38,NA,NA,NA,NA,NA,NA,2
39,NA,NA,NA,NA,NA,NA,4
40,NA,NA,NA,NA,NA,NA,13
41,NA,NA,NA,NA,NA,NA,8
42,NA,NA,NA,NA,NA,NA,5
43,NA,NA,NA,NA,NA,NA,2
44,NA,NA,NA,NA,NA,NA,14
45,NA,NA,NA,NA,NA,NA,9
46,NA,NA,NA,NA,NA,NA,1
47,NA,NA,NA,NA,NA,NA,6
48,NA,NA,NA,NA,NA,NA,11
49,NA,NA,NA,NA,NA,NA,12
50,NA,NA,NA,NA,NA,NA,13
51,NA,NA,NA,NA,NA,NA,8
52,NA,NA,NA,NA,NA,NA,5
53,NA,NA,NA,NA,NA,NA,7
54,NA,NA,NA,NA,NA,NA,11
55,NA,NA,NA,NA,NA,NA,13
56,NA,NA,NA,NA,NA,NA,4
57,NA,NA,NA,NA,NA,NA,2
58,NA,NA,NA,NA,NA,NA,14
59,NA,NA,NA,NA,NA,NA,9
60,NA,NA,NA,NA,NA,NA,1
61,NA,NA,NA,NA,NA,NA,12
62,NA,NA,NA,NA,NA,NA,5
63,NA,NA,NA,NA,NA,NA,7
64,NA,NA,NA,NA,NA,NA,11
65,NA,NA,NA,NA,NA,NA,6
66,NA,NA,NA,NA,NA,NA,1
67,NA,NA,NA,NA,NA,NA,5
68,NA,NA,NA,NA,NA,NA,8
69,NA,NA,NA,NA,NA,NA,13
70,NA,NA,NA,NA,NA,NA,4
71,NA,NA,NA,NA,NA,NA,2
72,NA,NA,NA,NA,NA,NA,14
73,NA,NA,NA,NA,NA,NA,12
74,NA,NA,NA,NA,NA,NA,11
75,NA,NA,NA,NA,NA,NA,6
76,NA,NA,NA,NA,NA,NA,1
77,NA,NA,NA,NA,NA,NA,9
78,NA,NA,NA,NA,NA,NA,14
79,NA,NA,NA,NA,NA,NA,11
80,NA,NA,NA,NA,NA,NA,7
81,NA,NA,NA,NA,NA,NA,5
82,NA,NA,NA,NA,NA,NA,8
83,NA,NA,NA,NA,NA,NA,13
84,NA,NA,NA,NA,NA,NA,4
85,NA,NA,NA,NA,NA,NA,12
86,NA,NA,NA,NA,NA,NA,1
87,NA,NA,NA,NA,NA,NA,9
88,NA,NA,NA,NA,NA,NA,14
89,NA,NA,NA,NA,NA,NA,2
90,NA,NA,NA,NA,NA,NA,4
91,NA,NA,NA,NA,NA,NA,1
92,NA,NA,NA,NA,NA,NA,6
93,NA,NA,NA,NA,NA,NA,11
94,NA,NA,NA,NA,NA,NA,7
95,NA,NA,NA,NA,NA,NA,5
96,NA,NA,NA,NA,NA,NA,8
97,NA,NA,NA,NA,NA,NA,12
98,NA,NA,NA,NA,NA,NA,14
99,NA,NA,NA,NA,NA,NA,2
100,NA,NA,NA,NA,NA,NA,4
101,NA,NA,NA,NA,NA,NA,13
102,NA,NA,NA,NA,NA,NA,8
103,NA,NA,NA,NA,NA,NA,14
104,NA,NA,NA,NA,NA,NA,9
105,NA,NA,NA,NA,NA,NA,1
106,NA,NA,NA,NA,NA,NA,6
107,NA,NA,NA,NA,NA,NA,11
108,NA,NA,NA,NA,NA,NA,7
109,NA,NA,NA,NA,NA,NA,12
110,NA,NA,NA,NA,NA,NA,4
111,NA,NA,NA,NA,NA,NA,13
112,NA,NA,NA,NA,NA,NA,8
113,NA,NA,NA,NA,NA,NA,5
114,NA,NA,NA,NA,NA,NA,7
115,NA,NA,NA,NA,NA,NA,4
116,NA,NA,NA,NA,NA,NA,2
117,NA,NA,NA,NA,NA,NA,14
118,NA,NA,NA,NA,NA,NA,9
119,NA,NA,NA,NA,NA,NA,1
120,NA,NA,NA,NA,NA,NA,6
1,NA,NA,NA,NA,NA,NA,5
2,NA,NA,NA,NA,NA,NA,8
3,NA,NA,NA,NA,NA,NA,13
4,NA,NA,NA,NA,NA,NA,4
5,NA,NA,NA,NA,NA,NA,2
6,NA,NA,NA,NA,NA,NA,14
7,NA,NA,NA,NA,NA,NA,12
8,NA,NA,NA,NA,NA,NA,11
9,NA,NA,NA,NA,NA,NA,6
10,NA,NA,NA,NA,NA,NA,1
11,NA,NA,NA,NA,NA,NA,9
12,NA,NA,NA,NA,NA,NA,14
13,NA,NA,NA,NA,NA,NA,11
14,NA,NA,NA,NA,NA,NA,7
15,NA,NA,NA,NA,NA,NA,5
16,NA,NA,NA,NA,NA,NA,8
17,NA,NA,NA,NA,NA,NA,13
18,NA,NA,NA,NA,NA,NA,4
19,NA,NA,NA,NA,NA,NA,12
20,NA,NA,NA,NA,NA,NA,1
21,NA,NA,NA,NA,NA,NA,9
22,NA,NA,NA,NA,NA,NA,14
23,NA,NA,NA,NA,NA,NA,2
24,NA,NA,NA,NA,NA,NA,4
25,NA,NA,NA,NA,NA,NA,1
26,NA,NA,NA,NA,NA,NA,6
27,NA,NA,NA,NA,NA,NA,11
28,NA,NA,NA,NA,NA,NA,7
29,NA,NA,NA,NA,NA,NA,5
30,NA,NA,NA,NA,NA,NA,8
31,NA,NA,NA,NA,NA,NA,12
32,NA,NA,NA,NA,NA,NA,14
33,NA,NA,NA,NA,NA,NA,2
34,NA,NA,NA,NA,NA,NA,4
35,NA,NA,NA,NA,NA,NA,13
36,NA,NA,NA,NA,NA,NA,8
37,NA,NA,NA,NA,NA,NA,14
38,NA,NA,NA,NA,NA,NA,9
39,NA,NA,NA,NA,NA,NA,1
40,NA,NA,NA,NA,NA,NA,6
41,NA,NA,NA,NA,NA,NA,11
42,NA,NA,NA,NA,NA,NA,7
43,NA,NA,NA,NA,NA,NA,12
44,NA,NA,NA,NA,NA,NA,4
45,NA,NA,NA,NA,NA,NA,13
46,NA,NA,NA,NA,NA,NA,8
47,NA,NA,NA,NA,NA,NA,5
48,NA,NA,NA,NA,NA,NA,7
49,NA,NA,NA,NA,NA,NA,4
50,NA,NA,NA,NA,NA,NA,2
51,NA,NA,NA,NA,NA,NA,14
52,NA,NA,NA,NA,NA,NA,9
53,NA,NA,NA,NA,NA,NA,1
54,NA,NA,NA,NA,NA,NA,6
55,NA,NA,NA,NA,NA,NA,12
56,NA,NA,NA,NA,NA,NA,8
