team_id,total_points,batting_points,pitching_points,team,matchup_id,game_id,rp_points,sp_points,adj_pts,adj_batting_pts,adj_pitching_pts,adj_sp_pts,adj_rp_pts,team_id_opp,total_points_opp,batting_points_opp,pitching_points_opp,team_opp,rp_points_opp,sp_points_opp,adj_pts_opp,adj_batting_pts_opp,adj_pitching_pts_opp,adj_sp_pts_opp,adj_rp_pts_opp,overall_rank,batting_rank,pitching_rank
8,320.5,200,120.5,Mt. Everest Taquito Farmers,3,17,25,95.5,320.5,200,120.5,95.5,25,13,349.5,247.5,102,Ketel Bells,13.5,88.5,349.5,247.5,102,88.5,13.5,8,9,8
11,379,239,140,The West Bank Occupiers,3,18,30,110,379,239,140,110,30,14,353.5,247.5,106,Elly De La Snooze,26.5,79.5,353.5,247.5,106,79.5,26.5,1,3,5
4,239,128.5,110.5,All That is Wright,4,19,12.5,98,239,128.5,110.5,98,12.5,5,372.5,232,140.5,The Traveling Secretaries,12,128.5,372.5,232,140.5,128.5,12,12,12,11
9,282,149.5,132.5,Takin' Care of Rizzness,4,20,15,117.5,282,149.5,132.5,117.5,15,6,319.5,160.5,159,The Novaks,6.5,152.5,319.5,160.5,159,152.5,6.5,11,11,10
7,361,196.5,164.5,FVOS Re-imagined,4,21,18.5,146,361,196.5,164.5,146,18.5,12,385,181.5,203.5,Blasphemous Hot Takes,25.5,178,385,181.5,203.5,178,25.5,3.5,5,4
13,361,182.5,178.5,Ketel Bells,4,22,21,157.5,361,182.5,178.5,157.5,21,1,314.5,216.5,98,The Talmudic Tunnelers,9.5,88.5,314.5,216.5,98,88.5,9.5,3.5,6,3
14,346,157.5,188.5,Elly De La Snooze,4,23,39.5,149,346,157.5,188.5,149,39.5,2,354.5,203,151.5,Skubal Divers,19,132.5,354.5,203,151.5,132.5,19,7,9,2
11,357,214.5,142.5,The West Bank Occupiers,4,24,36,106.5,357,214.5,142.5,106.5,36,8,304.5,157,147.5,Mt. Everest Taquito Farmers,53,94.5,304.5,157,147.5,94.5,53,5,3,8
9,323.5,149,174.5,Takin' Care of Rizzness,5,25,26.5,148,323.5,149,174.5,148,26.5,4,283,149.5,133.5,All That is Wright,31,102.5,283,149.5,133.5,102.5,31,10,11,2
5,347.5,194,153.5,The Traveling Secretaries,5,26,32.5,121,347.5,194,153.5,121,32.5,7,332.5,168.5,164,FVOS Re-imagined,20,144,332.5,168.5,164,144,20,5,6,6
6,337.5,206,131.5,The Novaks,5,27,39,92.5,337.5,206,131.5,92.5,39,13,355.5,205,150.5,Ketel Bells,35,115.5,355.5,205,150.5,115.5,35,7,4,10
12,402.5,193.5,209,Blasphemous Hot Takes,5,28,47.5,161.5,402.5,193.5,209,161.5,47.5,14,329.5,209.5,120,Elly De La Snooze,35,85,329.5,209.5,120,85,35,1,7,1
1,364.5,210,154.5,The Talmudic Tunnelers,5,29,24.5,130,364.5,210,154.5,130,24.5,11,356,237.5,118.5,The West Bank Occupiers,34,84.5,356,237.5,118.5,84.5,34,2,2,5
2,339.5,176,163.5,Skubal Divers,5,30,44,119.5,339.5,176,163.5,119.5,44,8,288,144,144,Mt. Everest Taquito Farmers,16.5,127.5,288,144,144,127.5,16.5,6,8,4
4,330,101,229,All That is Wright,6,31,31.5,197.5,330,101,229,197.5,31.5,7,296,153,143,FVOS Re-imagined,1.5,141.5,296,153,143,141.5,1.5,5,12,1
13,376,180,196,Ketel Bells,6,32,41,155,376,180,196,155,41,9,373.5,164.5,209,Takin' Care of Rizzness,47.5,161.5,373.5,164.5,209,161.5,47.5,1,4,3
14,260.5,140.5,120,Elly De La Snooze,6,33,4,116,260.5,140.5,120,116,4,5,326,199.5,126.5,The Traveling Secretaries,39.5,87,326,199.5,126.5,87,39.5,10,10,8
11,308.5,208,100.5,The West Bank Occupiers,6,34,-5.5,106,308.5,208,100.5,106,-5.5,6,272,160.5,111.5,The Novaks,25.5,86,272,160.5,111.5,86,25.5,7,1,10
8,213.5,137.5,76,Mt. Everest Taquito Farmers,6,35,34.5,41.5,213.5,137.5,76,41.5,34.5,12,341,170.5,170.5,Blasphemous Hot Takes,32,138.5,341,170.5,170.5,138.5,32,12,11,12
2,369.5,205,164.5,Skubal Divers,6,36,17.5,147,369.5,205,164.5,147,17.5,1,239.5,143,96.5,The Talmudic Tunnelers,13,83.5,239.5,143,96.5,83.5,13,3,2,5
13,327.5,236.5,91,Ketel Bells,7,37,13,78,327.5,236.5,91,78,13,4,337,151,186,All That is Wright,30.5,155.5,337,151,186,155.5,30.5,6,2,11
7,218.5,128,90.5,FVOS Re-imagined,7,38,13,77.5,218.5,128,90.5,77.5,13,14,293,183.5,109.5,Elly De La Snooze,28.5,81,293,183.5,109.5,81,28.5,12,12,12
9,351,182.5,168.5,Takin' Care of Rizzness,7,39,35,133.5,351,182.5,168.5,133.5,35,11,272,152,120,The West Bank Occupiers,5,115,272,152,120,115,5,2,5,3.5
5,349.5,178,171.5,The Traveling Secretaries,7,40,33.5,138,349.5,178,171.5,138,33.5,8,334,209.5,124.5,Mt. Everest Taquito Farmers,30,94.5,334,209.5,124.5,94.5,30,3,7,2
6,268.5,161,107.5,The Novaks,7,41,27,80.5,268.5,161,107.5,80.5,27,2,426,257.5,168.5,Skubal Divers,8,160.5,426,257.5,168.5,160.5,8,11,9,10
12,303.5,163,140.5,Blasphemous Hot Takes,7,42,42.5,98,303.5,163,140.5,98,42.5,1,296.5,180.5,116,The Talmudic Tunnelers,26,90,296.5,180.5,116,90,26,7,8,5
4,340,166.5,173.5,All That is Wright,8,43,12.5,161,340,166.5,173.5,161,12.5,14,325,203.5,121.5,Elly De La Snooze,17.5,104,325,203.5,121.5,104,17.5,4,8,2
11,356,232.5,123.5,The West Bank Occupiers,8,44,32,91.5,356,232.5,123.5,91.5,32,13,322,204,118,Ketel Bells,2.5,115.5,322,204,118,115.5,2.5,3,1,9
8,291,138,153,Mt. Everest Taquito Farmers,8,45,46.5,106.5,291,138,153,106.5,46.5,7,258.5,128,130.5,FVOS Re-imagined,11,119.5,258.5,128,130.5,119.5,11,9,10,3
2,222.5,103.5,119,Skubal Divers,8,46,20.5,98.5,222.5,103.5,119,98.5,20.5,9,309.5,170,139.5,Takin' Care of Rizzness,13,126.5,309.5,170,139.5,126.5,13,12,12,11
1,286,157,129,The Talmudic Tunnelers,8,47,20,109,286,157,129,109,20,5,331,187.5,143.5,The Traveling Secretaries,29.5,114,331,187.5,143.5,114,29.5,10,9,8
12,429,185.5,243.5,Blasphemous Hot Takes,8,48,45,198.5,429,185.5,243.5,198.5,45,6,362.5,228,134.5,The Novaks,32.5,102,362.5,228,134.5,102,32.5,1,6,1
11,392,199.5,192.5,The West Bank Occupiers,9,49,8.5,184,392,199.5,192.5,184,8.5,4,315,198,117,All That is Wright,5,112,315,198,117,112,5,2,4,3
14,301,186,115,Elly De La Snooze,9,50,22.5,92.5,301,186,115,92.5,22.5,8,377,209,168,Mt. Everest Taquito Farmers,58.5,109.5,377,209,168,109.5,58.5,11,7,9
13,355.5,241.5,114,Ketel Bells,9,51,5.5,108.5,355.5,241.5,114,108.5,5.5,2,310,189,121,Skubal Divers,27,94,310,189,121,94,27,5,1,11
7,316.5,160.5,156,FVOS Re-imagined,9,52,19.5,136.5,316.5,160.5,156,136.5,19.5,1,282.5,168,114.5,The Talmudic Tunnelers,24.5,90,282.5,168,114.5,90,24.5,8,12,6
9,345,169.5,175.5,Takin' Care of Rizzness,9,53,20,155.5,345,169.5,175.5,155.5,20,12,407,177.5,229.5,Blasphemous Hot Takes,54,175.5,407,177.5,229.5,175.5,54,6,10,4
5,373,177.5,195.5,The Traveling Secretaries,9,54,34,161.5,373,177.5,195.5,161.5,34,6,330.5,219,111.5,The Novaks,35.5,76,330.5,219,111.5,76,35.5,4,8.5,2
4,155.5,117.5,38,All That is Wright,10,55,13.5,24.5,NA,NA,NA,NA,NA,8,151,103.5,47.5,Mt. Everest Taquito Farmers,3,44.5,NA,NA,NA,NA,NA,7,2,11
2,168,67,101,Skubal Divers,10,56,11.5,89.5,NA,NA,NA,NA,NA,11,130,74.5,55.5,The West Bank Occupiers,10,45.5,NA,NA,NA,NA,NA,5.5,11,2
1,175,93.5,81.5,The Talmudic Tunnelers,10,57,8.5,73,NA,NA,NA,NA,NA,14,127.5,84,43.5,Elly De La Snooze,12,31.5,NA,NA,NA,NA,NA,3,6,5
12,76.5,48,28.5,Blasphemous Hot Takes,10,58,22,6.5,NA,NA,NA,NA,NA,13,145.5,102.5,43,Ketel Bells,13.5,29.5,NA,NA,NA,NA,NA,12,12,12
6,234.5,139.5,95,The Novaks,10,59,8.5,86.5,NA,NA,NA,NA,NA,7,174.5,98,76.5,FVOS Re-imagined,11,65.5,NA,NA,NA,NA,NA,1,1,4
5,168,71.5,96.5,The Traveling Secretaries,10,60,6,90.5,NA,NA,NA,NA,NA,9,202,89.5,112.5,Takin' Care of Rizzness,19,93.5,NA,NA,NA,NA,NA,5.5,10,3
2,NA,NA,NA,Skubal Divers,11,61,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
8,NA,NA,NA,Mt. Everest Taquito Farmers,11,62,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,2,2,2
11,NA,NA,NA,The West Bank Occupiers,11,63,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Elly De La Snooze,11,64,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
13,NA,NA,NA,Ketel Bells,11,65,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,5,5,5
7,NA,NA,NA,FVOS Re-imagined,11,66,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Takin' Care of Rizzness,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,12,67,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,1,1,1
12,NA,NA,NA,Blasphemous Hot Takes,12,68,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Skubal Divers,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,12,69,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,3,3,3
5,NA,NA,NA,The Traveling Secretaries,12,70,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,4,4,4
9,NA,NA,NA,Takin' Care of Rizzness,12,71,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Elly De La Snooze,NA,NA,NA,NA,NA,NA,NA,5,5,5
7,NA,NA,NA,FVOS Re-imagined,12,72,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,6,6,6
12,NA,NA,NA,Blasphemous Hot Takes,13,73,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
1,NA,NA,NA,The Talmudic Tunnelers,13,74,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Skubal Divers,13,75,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,3,3,3
8,NA,NA,NA,Mt. Everest Taquito Farmers,13,76,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Takin' Care of Rizzness,NA,NA,NA,NA,NA,NA,NA,4,4,4
11,NA,NA,NA,The West Bank Occupiers,13,77,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,FVOS Re-imagined,NA,NA,NA,NA,NA,NA,NA,5,5,5
14,NA,NA,NA,Elly De La Snooze,13,78,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,14,79,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,1,1,1
5,NA,NA,NA,The Traveling Secretaries,14,80,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,2,2,2
9,NA,NA,NA,Takin' Care of Rizzness,14,81,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,3,3,3
7,NA,NA,NA,FVOS Re-imagined,14,82,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Skubal Divers,NA,NA,NA,NA,NA,NA,NA,4,4,4
13,NA,NA,NA,Ketel Bells,14,83,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,5,5,5
14,NA,NA,NA,Elly De La Snooze,14,84,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,6,6,6
5,NA,NA,NA,The Traveling Secretaries,15,85,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
6,NA,NA,NA,The Novaks,15,86,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Takin' Care of Rizzness,NA,NA,NA,NA,NA,NA,NA,2,2,2
12,NA,NA,NA,Blasphemous Hot Takes,15,87,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,FVOS Re-imagined,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,NA,NA,NA,The Talmudic Tunnelers,15,88,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,4,4,4
2,NA,NA,NA,Skubal Divers,15,89,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Elly De La Snooze,NA,NA,NA,NA,NA,NA,NA,5,5,5
8,NA,NA,NA,Mt. Everest Taquito Farmers,15,90,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,16,91,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Takin' Care of Rizzness,NA,NA,NA,NA,NA,NA,NA,1,1,1
7,NA,NA,NA,FVOS Re-imagined,16,92,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,2,2,2
13,NA,NA,NA,Ketel Bells,16,93,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Elly De La Snooze,16,94,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
11,NA,NA,NA,The West Bank Occupiers,16,95,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
8,NA,NA,NA,Mt. Everest Taquito Farmers,16,96,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Skubal Divers,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,FVOS Re-imagined,17,97,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Takin' Care of Rizzness,17,98,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,17,99,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Elly De La Snooze,NA,NA,NA,NA,NA,NA,NA,3,3,3
6,NA,NA,NA,The Novaks,17,100,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,17,101,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,17,102,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Skubal Divers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,18,103,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,1,1,1
14,NA,NA,NA,Elly De La Snooze,18,104,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,FVOS Re-imagined,NA,NA,NA,NA,NA,NA,NA,2,2,2
11,NA,NA,NA,The West Bank Occupiers,18,105,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Takin' Care of Rizzness,NA,NA,NA,NA,NA,NA,NA,3,3,3
8,NA,NA,NA,Mt. Everest Taquito Farmers,18,106,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
2,NA,NA,NA,Skubal Divers,18,107,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,18,108,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
14,NA,NA,NA,Elly De La Snooze,19,109,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
13,NA,NA,NA,Ketel Bells,19,110,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,2,2,2
7,NA,NA,NA,FVOS Re-imagined,19,111,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,3,3,3
9,NA,NA,NA,Takin' Care of Rizzness,19,112,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Skubal Divers,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,19,113,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
6,NA,NA,NA,The Novaks,19,114,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,20,115,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,1,1,1
8,NA,NA,NA,Mt. Everest Taquito Farmers,20,116,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Elly De La Snooze,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Skubal Divers,20,117,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,NA,NA,NA,The Talmudic Tunnelers,20,118,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,FVOS Re-imagined,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,20,119,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Takin' Care of Rizzness,NA,NA,NA,NA,NA,NA,NA,5,5,5
6,NA,NA,NA,The Novaks,20,120,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
8,NA,NA,NA,Mt. Everest Taquito Farmers,21,121,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
11,NA,NA,NA,The West Bank Occupiers,21,122,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Skubal Divers,NA,NA,NA,NA,NA,NA,NA,2,2,2
14,NA,NA,NA,Elly De La Snooze,21,123,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,21,124,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
7,NA,NA,NA,FVOS Re-imagined,21,125,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,5,5,5
9,NA,NA,NA,Takin' Care of Rizzness,21,126,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,252,150,102,All That is Wright,1,1,6,96,352.8,210,142.8,134.4,8.4,1,223,141.5,81.5,The Talmudic Tunnelers,13.5,68,312.2,198.1,114.1,95.2,18.9,2,3,2
12,213.5,131,82.5,Blasphemous Hot Takes,1,2,30.5,52,298.9,183.4,115.5,72.8,42.7,2,182.5,113,69.5,Skubal Divers,16,53.5,255.5,158.2,97.3,74.9,22.4,6,7,4
6,274,150.5,123.5,The Novaks,1,3,18.5,105,383.6,210.7,172.9,147,25.9,8,245,168.5,76.5,Mt. Everest Taquito Farmers,12.5,64,343,235.9,107.1,89.6,17.5,1,2,1
5,148.5,97.5,51,The Traveling Secretaries,1,4,9,42,207.9,136.5,71.4,58.8,12.6,11,227,142.5,84.5,The West Bank Occupiers,-3,87.5,317.8,199.5,118.3,122.5,-4.2,11,12,10
9,206,127.5,78.5,Takin' Care of Rizzness,1,5,12,66.5,288.4,178.5,109.9,93.1,16.8,14,208.5,127.5,81,Elly De La Snooze,13,68,291.9,178.5,113.4,95.2,18.2,8,8.5,7
7,170.5,138.5,32,FVOS Re-imagined,1,6,-7,39,238.7,193.9,44.8,54.6,-9.8,13,143,104,39,Ketel Bells,21,18,200.2,145.6,54.6,25.2,29.4,10,6,12
12,338.5,156.5,182,Blasphemous Hot Takes,2,7,31.5,150.5,338.5,156.5,182,150.5,31.5,4,349.5,182,167.5,All That is Wright,25,142.5,349.5,182,167.5,142.5,25,3,8,1
1,339.5,166.5,173,The Talmudic Tunnelers,2,8,27,146,339.5,166.5,173,146,27,6,308,223,85,The Novaks,10,75,308,223,85,75,10,2,6.5,2
2,313.5,149,164.5,Skubal Divers,2,9,18.5,146,313.5,149,164.5,146,18.5,5,206,148,58,The Traveling Secretaries,25.5,32.5,206,148,58,32.5,25.5,6,9,4
8,291,137,154,Mt. Everest Taquito Farmers,2,10,34.5,119.5,291,137,154,119.5,34.5,9,292,173,119,Takin' Care of Rizzness,13.5,105.5,292,173,119,105.5,13.5,9,11,5
11,329,205.5,123.5,The West Bank Occupiers,2,11,25.5,98,329,205.5,123.5,98,25.5,7,267,135.5,131.5,FVOS Re-imagined,14.5,117,267,135.5,131.5,117,14.5,4,3,7
14,240,166.5,73.5,Elly De La Snooze,2,12,19.5,54,240,166.5,73.5,54,19.5,13,320,207,113,Ketel Bells,36.5,76.5,320,207,113,76.5,36.5,11,6.5,11
4,352.5,228.5,124,All That is Wright,3,13,29,95,352.5,228.5,124,95,29,6,291,160.5,130.5,The Novaks,21.5,109,291,160.5,130.5,109,21.5,6,4,7
5,369.5,210.5,159,The Traveling Secretaries,3,14,41.5,117.5,369.5,210.5,159,117.5,41.5,12,366.5,225.5,141,Blasphemous Hot Takes,29,112,366.5,225.5,141,112,29,3,7,2
