matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
6,33,14,NA,NA,NA,5,NA,NA,NA,Hader Better Faster Stronger,The Traveling Secretaries
6,34,11,NA,NA,NA,6,NA,NA,NA,The West Bank Occupiers,The Novaks
6,35,8,NA,NA,NA,12,NA,NA,NA,Mt. Everest Taquito Farmers,Blasphemous Hot Takes
6,36,2,NA,NA,NA,1,NA,NA,NA,Skubal Divers,The Talmudic Tunnelers
7,37,13,NA,NA,NA,4,NA,NA,NA,Ketel Bells,All That is Wright
7,38,7,NA,NA,NA,14,NA,NA,NA,Cron's Disease,Hader Better Faster Stronger
7,39,9,NA,NA,NA,11,NA,NA,NA,It's Gonna Be Gley,The West Bank Occupiers
7,40,5,NA,NA,NA,8,NA,NA,NA,The Traveling Secretaries,Mt. Everest Taquito Farmers
7,41,6,NA,NA,NA,2,NA,NA,NA,The Novaks,Skubal Divers
7,42,12,NA,NA,NA,1,NA,NA,NA,Blasphemous Hot Takes,The Talmudic Tunnelers
8,43,4,NA,NA,NA,14,NA,NA,NA,All That is Wright,Hader Better Faster Stronger
8,44,11,NA,NA,NA,13,NA,NA,NA,The West Bank Occupiers,Ketel Bells
8,45,8,NA,NA,NA,7,NA,NA,NA,Mt. Everest Taquito Farmers,Cron's Disease
8,46,2,NA,NA,NA,9,NA,NA,NA,Skubal Divers,It's Gonna Be Gley
8,47,1,NA,NA,NA,5,NA,NA,NA,The Talmudic Tunnelers,The Traveling Secretaries
8,48,12,NA,NA,NA,6,NA,NA,NA,Blasphemous Hot Takes,The Novaks
9,49,11,NA,NA,NA,4,NA,NA,NA,The West Bank Occupiers,All That is Wright
9,50,14,NA,NA,NA,8,NA,NA,NA,Hader Better Faster Stronger,Mt. Everest Taquito Farmers
9,51,13,NA,NA,NA,2,NA,NA,NA,Ketel Bells,Skubal Divers
9,52,7,NA,NA,NA,1,NA,NA,NA,Cron's Disease,The Talmudic Tunnelers
9,53,9,NA,NA,NA,12,NA,NA,NA,It's Gonna Be Gley,Blasphemous Hot Takes
9,54,5,NA,NA,NA,6,NA,NA,NA,The Traveling Secretaries,The Novaks
10,55,4,NA,NA,NA,8,NA,NA,NA,All That is Wright,Mt. Everest Taquito Farmers
10,56,2,NA,NA,NA,11,NA,NA,NA,Skubal Divers,The West Bank Occupiers
10,57,1,NA,NA,NA,14,NA,NA,NA,The Talmudic Tunnelers,Hader Better Faster Stronger
10,58,12,NA,NA,NA,13,NA,NA,NA,Blasphemous Hot Takes,Ketel Bells
10,59,6,NA,NA,NA,7,NA,NA,NA,The Novaks,Cron's Disease
10,60,5,NA,NA,NA,9,NA,NA,NA,The Traveling Secretaries,It's Gonna Be Gley
11,61,2,NA,NA,NA,4,NA,NA,NA,Skubal Divers,All That is Wright
11,62,8,NA,NA,NA,1,NA,NA,NA,Mt. Everest Taquito Farmers,The Talmudic Tunnelers
11,63,11,NA,NA,NA,12,NA,NA,NA,The West Bank Occupiers,Blasphemous Hot Takes
11,64,14,NA,NA,NA,6,NA,NA,NA,Hader Better Faster Stronger,The Novaks
11,65,13,NA,NA,NA,5,NA,NA,NA,Ketel Bells,The Traveling Secretaries
11,66,7,NA,NA,NA,9,NA,NA,NA,Cron's Disease,It's Gonna Be Gley
12,67,4,NA,NA,NA,1,NA,NA,NA,All That is Wright,The Talmudic Tunnelers
12,68,12,NA,NA,NA,2,NA,NA,NA,Blasphemous Hot Takes,Skubal Divers
12,69,6,NA,NA,NA,8,NA,NA,NA,The Novaks,Mt. Everest Taquito Farmers
12,70,5,NA,NA,NA,11,NA,NA,NA,The Traveling Secretaries,The West Bank Occupiers
12,71,9,NA,NA,NA,14,NA,NA,NA,It's Gonna Be Gley,Hader Better Faster Stronger
12,72,7,NA,NA,NA,13,NA,NA,NA,Cron's Disease,Ketel Bells
13,73,12,NA,NA,NA,4,NA,NA,NA,Blasphemous Hot Takes,All That is Wright
13,74,1,NA,NA,NA,6,NA,NA,NA,The Talmudic Tunnelers,The Novaks
13,75,2,NA,NA,NA,5,NA,NA,NA,Skubal Divers,The Traveling Secretaries
13,76,8,NA,NA,NA,9,NA,NA,NA,Mt. Everest Taquito Farmers,It's Gonna Be Gley
13,77,11,NA,NA,NA,7,NA,NA,NA,The West Bank Occupiers,Cron's Disease
13,78,14,NA,NA,NA,13,NA,NA,NA,Hader Better Faster Stronger,Ketel Bells
14,79,4,NA,NA,NA,6,NA,NA,NA,All That is Wright,The Novaks
14,80,5,NA,NA,NA,12,NA,NA,NA,The Traveling Secretaries,Blasphemous Hot Takes
14,81,9,NA,NA,NA,1,NA,NA,NA,It's Gonna Be Gley,The Talmudic Tunnelers
14,82,7,NA,NA,NA,2,NA,NA,NA,Cron's Disease,Skubal Divers
14,83,13,NA,NA,NA,8,NA,NA,NA,Ketel Bells,Mt. Everest Taquito Farmers
14,84,14,NA,NA,NA,11,NA,NA,NA,Hader Better Faster Stronger,The West Bank Occupiers
15,85,5,NA,NA,NA,4,NA,NA,NA,The Traveling Secretaries,All That is Wright
15,86,6,NA,NA,NA,9,NA,NA,NA,The Novaks,It's Gonna Be Gley
15,87,12,NA,NA,NA,7,NA,NA,NA,Blasphemous Hot Takes,Cron's Disease
15,88,1,NA,NA,NA,13,NA,NA,NA,The Talmudic Tunnelers,Ketel Bells
15,89,2,NA,NA,NA,14,NA,NA,NA,Skubal Divers,Hader Better Faster Stronger
15,90,8,NA,NA,NA,11,NA,NA,NA,Mt. Everest Taquito Farmers,The West Bank Occupiers
16,91,4,NA,NA,NA,9,NA,NA,NA,All That is Wright,It's Gonna Be Gley
16,92,7,NA,NA,NA,5,NA,NA,NA,Cron's Disease,The Traveling Secretaries
16,93,13,NA,NA,NA,6,NA,NA,NA,Ketel Bells,The Novaks
16,94,14,NA,NA,NA,12,NA,NA,NA,Hader Better Faster Stronger,Blasphemous Hot Takes
16,95,11,NA,NA,NA,1,NA,NA,NA,The West Bank Occupiers,The Talmudic Tunnelers
16,96,8,NA,NA,NA,2,NA,NA,NA,Mt. Everest Taquito Farmers,Skubal Divers
17,97,7,NA,NA,NA,4,NA,NA,NA,Cron's Disease,All That is Wright
17,98,9,NA,NA,NA,13,NA,NA,NA,It's Gonna Be Gley,Ketel Bells
17,99,5,NA,NA,NA,14,NA,NA,NA,The Traveling Secretaries,Hader Better Faster Stronger
17,100,6,NA,NA,NA,11,NA,NA,NA,The Novaks,The West Bank Occupiers
17,101,12,NA,NA,NA,8,NA,NA,NA,Blasphemous Hot Takes,Mt. Everest Taquito Farmers
17,102,1,NA,NA,NA,2,NA,NA,NA,The Talmudic Tunnelers,Skubal Divers
18,103,4,NA,NA,NA,13,NA,NA,NA,All That is Wright,Ketel Bells
18,104,14,NA,NA,NA,7,NA,NA,NA,Hader Better Faster Stronger,Cron's Disease
18,105,11,NA,NA,NA,9,NA,NA,NA,The West Bank Occupiers,It's Gonna Be Gley
18,106,8,NA,NA,NA,5,NA,NA,NA,Mt. Everest Taquito Farmers,The Traveling Secretaries
18,107,2,NA,NA,NA,6,NA,NA,NA,Skubal Divers,The Novaks
18,108,1,NA,NA,NA,12,NA,NA,NA,The Talmudic Tunnelers,Blasphemous Hot Takes
19,109,14,NA,NA,NA,4,NA,NA,NA,Hader Better Faster Stronger,All That is Wright
19,110,13,NA,NA,NA,11,NA,NA,NA,Ketel Bells,The West Bank Occupiers
19,111,7,NA,NA,NA,8,NA,NA,NA,Cron's Disease,Mt. Everest Taquito Farmers
19,112,9,NA,NA,NA,2,NA,NA,NA,It's Gonna Be Gley,Skubal Divers
19,113,5,NA,NA,NA,1,NA,NA,NA,The Traveling Secretaries,The Talmudic Tunnelers
19,114,6,NA,NA,NA,12,NA,NA,NA,The Novaks,Blasphemous Hot Takes
20,115,4,NA,NA,NA,11,NA,NA,NA,All That is Wright,The West Bank Occupiers
20,116,8,NA,NA,NA,14,NA,NA,NA,Mt. Everest Taquito Farmers,Hader Better Faster Stronger
20,117,2,NA,NA,NA,13,NA,NA,NA,Skubal Divers,Ketel Bells
20,118,1,NA,NA,NA,7,NA,NA,NA,The Talmudic Tunnelers,Cron's Disease
20,119,12,NA,NA,NA,9,NA,NA,NA,Blasphemous Hot Takes,It's Gonna Be Gley
20,120,6,NA,NA,NA,5,NA,NA,NA,The Novaks,The Traveling Secretaries
21,121,8,NA,NA,NA,4,NA,NA,NA,Mt. Everest Taquito Farmers,All That is Wright
21,122,11,NA,NA,NA,2,NA,NA,NA,The West Bank Occupiers,Skubal Divers
21,123,14,NA,NA,NA,1,NA,NA,NA,Hader Better Faster Stronger,The Talmudic Tunnelers
21,124,13,NA,NA,NA,12,NA,NA,NA,Ketel Bells,Blasphemous Hot Takes
21,125,7,NA,NA,NA,6,NA,NA,NA,Cron's Disease,The Novaks
21,126,9,NA,NA,NA,5,NA,NA,NA,It's Gonna Be Gley,The Traveling Secretaries
