team_id,total_points,batting_points,pitching_points,team,matchup_id,game_id,rp_points,sp_points,weight,adj_pts,adj_batting_pts,adj_pitching_pts,adj_sp_pts,adj_rp_pts,team_id_opp,total_points_opp,batting_points_opp,pitching_points_opp,team_opp,rp_points_opp,sp_points_opp,adj_pts_opp,adj_batting_pts_opp,adj_pitching_pts_opp,adj_sp_pts_opp,adj_rp_pts_opp,overall_rank,batting_rank,pitching_rank
2,NA,NA,NA,Tucker? I hardly know her,2,11,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
5,NA,NA,NA,The Traveling Secretaries,2,12,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,3,13,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
14,NA,NA,NA,Top Gunner: Henderson,3,14,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,2,2,2
11,NA,NA,NA,The West Bank Occupiers,3,15,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,3,3,3
6,NA,NA,NA,The Novaks,3,16,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,3,17,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,3,18,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,4,19,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Book of Boba Chette,4,20,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Tucker? I hardly know her,4,21,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,3,3,3
5,NA,NA,NA,The Traveling Secretaries,4,22,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,4,4,4
8,NA,NA,NA,Mt. Everest Taquito Farmers,4,23,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,4,24,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
9,NA,NA,NA,Book of Boba Chette,5,25,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
13,NA,NA,NA,Ketel Bells,5,26,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,2,2,2
4,NA,NA,NA,All That is Wright,5,27,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Top Gunner: Henderson,5,28,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,4,4,4
11,NA,NA,NA,The West Bank Occupiers,5,29,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
6,NA,NA,NA,The Novaks,5,30,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,6,31,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,1,1,1
5,NA,NA,NA,The Traveling Secretaries,6,32,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,2,2,2
8,NA,NA,NA,Mt. Everest Taquito Farmers,6,33,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,NA,NA,NA,The Talmudic Tunnelers,6,34,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,6,35,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,5,5,5
6,NA,NA,NA,The Novaks,6,36,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,6,6,6
5,NA,NA,NA,The Traveling Secretaries,7,37,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
2,NA,NA,NA,Tucker? I hardly know her,7,38,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,2,2,2
9,NA,NA,NA,Book of Boba Chette,7,39,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,7,40,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
4,NA,NA,NA,All That is Wright,7,41,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,5,5,5
14,NA,NA,NA,Top Gunner: Henderson,7,42,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,8,43,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,1,1,1
1,NA,NA,NA,The Talmudic Tunnelers,8,44,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,2,2,2
12,NA,NA,NA,Blasphemous Hot Takes,8,45,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,3,3,3
6,NA,NA,NA,The Novaks,8,46,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,4,4,4
11,NA,NA,NA,The West Bank Occupiers,8,47,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,5,5,5
14,NA,NA,NA,Top Gunner: Henderson,8,48,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,6,6,6
1,NA,NA,NA,The Talmudic Tunnelers,9,49,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
8,NA,NA,NA,Mt. Everest Taquito Farmers,9,50,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,9,51,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,NA,NA,NA,Tucker? I hardly know her,9,52,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,4,4,4
9,NA,NA,NA,Book of Boba Chette,9,53,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,5,5,5
13,NA,NA,NA,Ketel Bells,9,54,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,10,55,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,1,1,1
6,NA,NA,NA,The Novaks,10,56,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,2,2,2
11,NA,NA,NA,The West Bank Occupiers,10,57,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Top Gunner: Henderson,10,58,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
4,NA,NA,NA,All That is Wright,10,59,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,5,5,5
13,NA,NA,NA,Ketel Bells,10,60,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,6,6,6
6,NA,NA,NA,The Novaks,11,61,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
12,NA,NA,NA,Blasphemous Hot Takes,11,62,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,2,2,2
1,NA,NA,NA,The Talmudic Tunnelers,11,63,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,3,3,3
8,NA,NA,NA,Mt. Everest Taquito Farmers,11,64,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,11,65,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,5,5,5
2,NA,NA,NA,Tucker? I hardly know her,11,66,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,12,67,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,1,1,1
14,NA,NA,NA,Top Gunner: Henderson,12,68,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,2,2,2
4,NA,NA,NA,All That is Wright,12,69,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,12,70,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,4,4,4
9,NA,NA,NA,Book of Boba Chette,12,71,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,5,5,5
2,NA,NA,NA,Tucker? I hardly know her,12,72,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
14,NA,NA,NA,Top Gunner: Henderson,13,73,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
11,NA,NA,NA,The West Bank Occupiers,13,74,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,13,75,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
12,NA,NA,NA,Blasphemous Hot Takes,13,76,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,NA,NA,NA,The Talmudic Tunnelers,13,77,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,5,5,5
8,NA,NA,NA,Mt. Everest Taquito Farmers,13,78,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,14,79,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
13,NA,NA,NA,Ketel Bells,14,80,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,2,2,2
9,NA,NA,NA,Book of Boba Chette,14,81,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,NA,NA,NA,Tucker? I hardly know her,14,82,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,14,83,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,5,5,5
8,NA,NA,NA,Mt. Everest Taquito Farmers,14,84,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,6,6,6
13,NA,NA,NA,Ketel Bells,15,85,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
4,NA,NA,NA,All That is Wright,15,86,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,2,2,2
14,NA,NA,NA,Top Gunner: Henderson,15,87,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,3,3,3
11,NA,NA,NA,The West Bank Occupiers,15,88,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
6,NA,NA,NA,The Novaks,15,89,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,5,5,5
12,NA,NA,NA,Blasphemous Hot Takes,15,90,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,16,91,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,1,1,1
2,NA,NA,NA,Tucker? I hardly know her,16,92,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,16,93,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,3,3,3
8,NA,NA,NA,Mt. Everest Taquito Farmers,16,94,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,NA,NA,NA,The Talmudic Tunnelers,16,95,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,5,5,5
12,NA,NA,NA,Blasphemous Hot Takes,16,96,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,6,6,6
2,NA,NA,NA,Tucker? I hardly know her,17,97,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Book of Boba Chette,17,98,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,2,2,2
13,NA,NA,NA,Ketel Bells,17,99,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,3,3,3
4,NA,NA,NA,All That is Wright,17,100,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,4,4,4
14,NA,NA,NA,Top Gunner: Henderson,17,101,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,5,5,5
11,NA,NA,NA,The West Bank Occupiers,17,102,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,18,103,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,1,1,1
8,NA,NA,NA,Mt. Everest Taquito Farmers,18,104,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,2,2,2
1,NA,NA,NA,The Talmudic Tunnelers,18,105,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,3,3,3
12,NA,NA,NA,Blasphemous Hot Takes,18,106,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,4,4,4
6,NA,NA,NA,The Novaks,18,107,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,5,5,5
11,NA,NA,NA,The West Bank Occupiers,18,108,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,6,6,6
8,NA,NA,NA,Mt. Everest Taquito Farmers,19,109,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,1,1,1
5,NA,NA,NA,The Traveling Secretaries,19,110,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Tucker? I hardly know her,19,111,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,3,3,3
9,NA,NA,NA,Book of Boba Chette,19,112,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
13,NA,NA,NA,Ketel Bells,19,113,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,5,5,5
4,NA,NA,NA,All That is Wright,19,114,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Top Gunner: Henderson,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,NA,NA,NA,Bibee-di-Bobbidi-Boo,20,115,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,1,1,1
12,NA,NA,NA,Blasphemous Hot Takes,20,116,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,20,117,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,3,3,3
11,NA,NA,NA,The West Bank Occupiers,20,118,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Tucker? I hardly know her,NA,NA,NA,NA,NA,NA,NA,4,4,4
14,NA,NA,NA,Top Gunner: Henderson,20,119,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,5,5,5
4,NA,NA,NA,All That is Wright,20,120,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,6,6,6
7,397,208,189,Bibee-di-Bobbidi-Boo,1,1,13,176,1.5714285714285714,252.63636363636363,132.36363636363637,120.27272727272727,112,8.272727272727273,11,387,189,198,The West Bank Occupiers,9.5,188.5,246.27272727272728,120.27272727272727,126,119.95454545454545,6.045454545454546,1,4,2
14,325,156.5,168.5,Top Gunner: Henderson,1,2,27.5,141,1.5714285714285714,206.8181818181818,99.5909090909091,107.22727272727273,89.72727272727273,17.5,6,339,166.5,172.5,The Novaks,37,135.5,215.72727272727272,105.95454545454545,109.77272727272727,86.22727272727273,23.545454545454547,8,10,6
4,356,247.5,108.5,All That is Wright,1,3,12,96.5,1.5714285714285714,226.54545454545453,157.5,69.04545454545455,61.40909090909091,7.636363636363637,12,294.5,150,144.5,Blasphemous Hot Takes,12,132.5,187.4090909090909,95.45454545454545,91.95454545454545,84.31818181818181,7.636363636363637,5,1,11
13,364,198.5,165.5,Ketel Bells,1,4,32.5,133,1.5714285714285714,231.63636363636363,126.31818181818181,105.31818181818181,84.63636363636364,20.681818181818183,1,322,223.5,98.5,The Talmudic Tunnelers,2,96.5,204.9090909090909,142.22727272727272,62.68181818181818,61.40909090909091,1.2727272727272727,3,5,7
9,360.5,185.5,175,Book of Boba Chette,1,5,27.5,147.5,1.5714285714285714,229.4090909090909,118.04545454545455,111.36363636363636,93.86363636363636,17.5,8,297.5,110,187.5,Mt. Everest Taquito Farmers,42,145.5,189.3181818181818,70,119.31818181818181,92.5909090909091,26.727272727272727,4,7,4
2,352.5,222.5,130,Tucker? I hardly know her,1,6,37,93,1.5714285714285714,224.3181818181818,141.5909090909091,82.72727272727273,59.18181818181818,23.545454545454547,5,318.5,178.5,140,The Traveling Secretaries,23.5,116.5,202.6818181818182,113.5909090909091,89.0909090909091,74.13636363636364,14.954545454545455,6,3,10
14,NA,NA,NA,Top Gunner: Henderson,2,7,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,Bibee-di-Bobbidi-Boo,NA,NA,NA,NA,NA,NA,NA,7,7,7
11,NA,NA,NA,The West Bank Occupiers,2,8,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,8,8,8
6,NA,NA,NA,The Novaks,2,9,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,9,9,9
12,NA,NA,NA,Blasphemous Hot Takes,2,10,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Book of Boba Chette,NA,NA,NA,NA,NA,NA,NA,10,10,10
