team_id,total_points,batting_points,pitching_points,team,matchup_id,game_id,rp_points,sp_points,adj_pts,adj_batting_pts,adj_pitching_pts,adj_sp_pts,adj_rp_pts,team_id_opp,total_points_opp,batting_points_opp,pitching_points_opp,team_opp,rp_points_opp,sp_points_opp,adj_pts_opp,adj_batting_pts_opp,adj_pitching_pts_opp,adj_sp_pts_opp,adj_rp_pts_opp,overall_rank,batting_rank,pitching_rank
5,NA,NA,NA,The Traveling Secretaries,4,22,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,4,4,4
2,NA,NA,NA,Sac Fly by the Rook,4,23,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,5,5,5
12,NA,NA,NA,Blasphemous Hot Takes,4,24,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,6,6,6
8,NA,NA,NA,Mt. Everest Taquito Farmers,5,25,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
1,NA,NA,NA,The Talmudic Tunnelers,5,26,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,2,2,2
7,NA,NA,NA,At Witt's End,5,27,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Burnes Notice,5,28,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,4,4,4
13,NA,NA,NA,Ketel Bells,5,29,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,5,5,5
6,NA,NA,NA,The Novaks,5,30,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,6,31,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,1,1,1
5,NA,NA,NA,The Traveling Secretaries,6,32,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Sac Fly by the Rook,6,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,3,3,3
12,NA,NA,NA,Blasphemous Hot Takes,6,34,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,4,4,4
9,NA,NA,NA,Guts. Glory. JRam.,6,35,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,5,5,5
6,NA,NA,NA,The Novaks,6,36,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,6,6,6
5,NA,NA,NA,The Traveling Secretaries,7,37,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
11,NA,NA,NA,The West Bank Occupiers,7,38,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,2,2,2
8,NA,NA,NA,Mt. Everest Taquito Farmers,7,39,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,NA,NA,NA,The Talmudic Tunnelers,7,40,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,4,4,4
7,NA,NA,NA,At Witt's End,7,41,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,5,5,5
14,NA,NA,NA,Burnes Notice,7,42,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,8,43,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,1,1,1
12,NA,NA,NA,Blasphemous Hot Takes,8,44,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,2,2,2
9,NA,NA,NA,Guts. Glory. JRam.,8,45,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,3,3,3
6,NA,NA,NA,The Novaks,8,46,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,4,4,4
13,NA,NA,NA,Ketel Bells,8,47,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
14,NA,NA,NA,Burnes Notice,8,48,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,6,6,6
12,NA,NA,NA,Blasphemous Hot Takes,9,49,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
2,NA,NA,NA,Sac Fly by the Rook,9,50,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,9,51,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,3,3,3
11,NA,NA,NA,The West Bank Occupiers,9,52,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,4,4,4
8,NA,NA,NA,Mt. Everest Taquito Farmers,9,53,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,9,54,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,10,55,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,1,1,1
6,NA,NA,NA,The Novaks,10,56,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,2,2,2
13,NA,NA,NA,Ketel Bells,10,57,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Burnes Notice,10,58,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
7,NA,NA,NA,At Witt's End,10,59,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,10,60,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,6,6,6
6,NA,NA,NA,The Novaks,11,61,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Guts. Glory. JRam.,11,62,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,2,2,2
12,NA,NA,NA,Blasphemous Hot Takes,11,63,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,NA,NA,NA,Sac Fly by the Rook,11,64,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,11,65,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
11,NA,NA,NA,The West Bank Occupiers,11,66,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,12,67,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,1,1,1
14,NA,NA,NA,Burnes Notice,12,68,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,2,2,2
7,NA,NA,NA,At Witt's End,12,69,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,NA,NA,NA,The Talmudic Tunnelers,12,70,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
8,NA,NA,NA,Mt. Everest Taquito Farmers,12,71,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,5,5,5
11,NA,NA,NA,The West Bank Occupiers,12,72,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
14,NA,NA,NA,Burnes Notice,13,73,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
13,NA,NA,NA,Ketel Bells,13,74,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,13,75,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,3,3,3
9,NA,NA,NA,Guts. Glory. JRam.,13,76,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,13,77,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,5,5,5
2,NA,NA,NA,Sac Fly by the Rook,13,78,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,14,79,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,1,1,1
1,NA,NA,NA,The Talmudic Tunnelers,14,80,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,2,2,2
8,NA,NA,NA,Mt. Everest Taquito Farmers,14,81,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
11,NA,NA,NA,The West Bank Occupiers,14,82,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,14,83,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,5,5,5
2,NA,NA,NA,Sac Fly by the Rook,14,84,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
1,NA,NA,NA,The Talmudic Tunnelers,15,85,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
7,NA,NA,NA,At Witt's End,15,86,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,2,2,2
14,NA,NA,NA,Burnes Notice,15,87,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,15,88,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
6,NA,NA,NA,The Novaks,15,89,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,5,5,5
9,NA,NA,NA,Guts. Glory. JRam.,15,90,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,16,91,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,1,1,1
11,NA,NA,NA,The West Bank Occupiers,16,92,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,16,93,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,NA,NA,NA,Sac Fly by the Rook,16,94,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,16,95,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,5,5,5
9,NA,NA,NA,Guts. Glory. JRam.,16,96,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,6,6,6
11,NA,NA,NA,The West Bank Occupiers,17,97,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
8,NA,NA,NA,Mt. Everest Taquito Farmers,17,98,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,2,2,2
1,NA,NA,NA,The Talmudic Tunnelers,17,99,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,3,3,3
7,NA,NA,NA,At Witt's End,17,100,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
14,NA,NA,NA,Burnes Notice,17,101,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,5,5,5
13,NA,NA,NA,Ketel Bells,17,102,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,18,103,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,1,1,1
2,NA,NA,NA,Sac Fly by the Rook,18,104,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,2,2,2
12,NA,NA,NA,Blasphemous Hot Takes,18,105,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,3,3,3
9,NA,NA,NA,Guts. Glory. JRam.,18,106,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,4,4,4
6,NA,NA,NA,The Novaks,18,107,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,5,5,5
13,NA,NA,NA,Ketel Bells,18,108,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,6,6,6
2,NA,NA,NA,Sac Fly by the Rook,19,109,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
5,NA,NA,NA,The Traveling Secretaries,19,110,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,2,2,2
11,NA,NA,NA,The West Bank Occupiers,19,111,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,3,3,3
8,NA,NA,NA,Mt. Everest Taquito Farmers,19,112,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,NA,NA,NA,The Talmudic Tunnelers,19,113,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,5,5,5
7,NA,NA,NA,At Witt's End,19,114,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,20,115,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Guts. Glory. JRam.,20,116,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,20,117,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,20,118,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,4,4,4
14,NA,NA,NA,Burnes Notice,20,119,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,5,5,5
7,NA,NA,NA,At Witt's End,20,120,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,6,6,6
9,NA,NA,NA,Guts. Glory. JRam.,21,121,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
12,NA,NA,NA,Blasphemous Hot Takes,21,122,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Sac Fly by the Rook,21,123,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
5,NA,NA,NA,The Traveling Secretaries,21,124,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,4,4,4
11,NA,NA,NA,The West Bank Occupiers,21,125,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,5,5,5
8,NA,NA,NA,Mt. Everest Taquito Farmers,21,126,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,228.5,120,108.5,All That is Wright,1,1,20.5,88,399.875,210,189.875,154,35.875,13,244.5,150,94.5,Ketel Bells,30,64.5,427.875,262.5,165.375,112.875,52.5,4,7,1
14,244.5,143,101.5,Burnes Notice,1,2,28.5,73,427.875,250.25,177.625,127.75,49.875,6,136.5,72.5,64,The Novaks,22.5,41.5,238.875,126.875,112,72.625,39.375,2.5,3,2
7,191,94.5,96.5,At Witt's End,1,3,30.5,66,334.25,165.375,168.875,115.5,53.375,9,147.5,87.5,60,Guts. Glory. JRam.,1,59,258.125,153.125,105,103.25,1.75,6,8,4
1,174,123,51,The Talmudic Tunnelers,1,4,3,48,304.5,215.25,89.25,84,5.25,12,261,170,91,Blasphemous Hot Takes,33,58,456.75,297.5,159.25,101.5,57.75,8,5,11
8,181,81,100,Mt. Everest Taquito Farmers,1,5,15,85,316.75,141.75,175,148.75,26.25,2,195,127.5,67.5,Sac Fly by the Rook,14,53.5,341.25,223.125,118.125,93.625,24.5,7,11,3
11,152,82,70,The West Bank Occupiers,1,6,20,50,266,143.5,122.5,87.5,35,5,169.5,120.5,49,The Traveling Secretaries,10.5,38.5,296.625,210.875,85.75,67.375,18.375,10,10,7
14,195,99,96,Burnes Notice,2,7,15,81,NA,NA,NA,NA,NA,4,231.5,115.5,116,All That is Wright,21.5,94.5,NA,NA,NA,NA,NA,4,4,6
13,197,82.5,114.5,Ketel Bells,2,8,8,106.5,NA,NA,NA,NA,NA,7,142,78,64,At Witt's End,0,64,NA,NA,NA,NA,NA,3,7,3
6,100.5,71,29.5,The Novaks,2,9,0,29.5,NA,NA,NA,NA,NA,1,243.5,108,135.5,The Talmudic Tunnelers,14,121.5,NA,NA,NA,NA,NA,12,10,11
9,136,68,68,Guts. Glory. JRam.,2,10,7,61,NA,NA,NA,NA,NA,8,126.5,100.5,26,Mt. Everest Taquito Farmers,13.5,12.5,NA,NA,NA,NA,NA,9,11,7
12,184,85,99,Blasphemous Hot Takes,2,11,16,83,NA,NA,NA,NA,NA,11,133,86.5,46.5,The West Bank Occupiers,14,32.5,NA,NA,NA,NA,NA,5,6,5
2,143.5,77.5,66,Sac Fly by the Rook,2,12,19,47,NA,NA,NA,NA,NA,5,165.5,57.5,108,The Traveling Secretaries,15,93,NA,NA,NA,NA,NA,7,9,8
4,NA,NA,NA,All That is Wright,3,13,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,7,7,7
1,NA,NA,NA,The Talmudic Tunnelers,3,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,8,8,8
8,NA,NA,NA,Mt. Everest Taquito Farmers,3,15,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,9,9,9
11,NA,NA,NA,The West Bank Occupiers,3,16,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,10,10,10
